composer,title,split,performer,model,recording,melody_kor_corr_64,bass_kor_corr_64,ratio_kor_corr_64,melody_kor_corr_127,bass_kor_corr_127,ratio_kor_corr_127
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.9714,0.8646,0.953,0.4966,0.612,0.4729
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.8695,0.4918,0.7782,0.4962,0.3209,0.4575
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.4174,0.1527,0.421,0.4174,0.1527,0.421
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.5406,0.3343,0.4909,0.5406,0.3343,0.4909
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.3494,0.2254,0.5348,0.3494,0.2254,0.5348
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.8767,0.8373,0.8539,0.4672,0.4472,0.5974
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.4539,0.2785,0.5276,0.4539,0.2785,0.5276
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.6598,0.5196,0.3696,0.385,0.1846,0.4312
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.4516,0.2435,0.6061,0.4516,0.2435,0.6061
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.2682,0.0397,0.4065,0.2682,0.0397,0.4065
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.4444,0.3969,0.2859,0.4444,0.3969,0.2859
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.9142,0.7601,0.821,0.484,0.4598,0.4388
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,0.4507,0.2511,0.3585,0.4507,0.2511,0.3585
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.8445,0.6103,0.7777,0.4378,0.2426,0.3829
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.3766,0.1626,0.2861,0.3766,0.1626,0.2861
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.3821,0.1694,0.285,0.3821,0.1694,0.285
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.1703,0.2918,0.1458,0.1703,0.2918,0.1458
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.3789,0.2081,0.4822,0.3789,0.2081,0.4822
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.4905,0.6476,0.4955,0.4504,0.6349,0.4915
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.0133,0.1224,0.0496,0.0133,0.1224,0.0496
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.0312,0.1385,0.0679,0.0251,0.1399,0.0708
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,-0.0071,0.0217,0.0069,-0.0071,0.0217,0.0069
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.2437,0.183,0.2782,0.2437,0.183,0.2782
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.3766,0.2176,0.2998,0.3766,0.2176,0.2998
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.5646,0.7166,0.533,0.5532,0.6967,0.5374
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,-0.0124,0.0093,-0.0184,-0.0124,0.0093,-0.0184
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,-0.0346,0.0017,-0.0179,-0.0397,0.0101,-0.02
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,-0.0244,-0.0129,-0.0056,-0.0244,-0.0129,-0.0056
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.2967,0.4747,0.3195,0.2967,0.4747,0.3195
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.5473,0.8208,0.4135,0.5075,0.8021,0.4715
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.4183,0.367,0.3364,0.4183,0.367,0.3364
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.0396,0.0792,0.0548,0.0396,0.0792,0.0548
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.0657,0.073,0.0552,0.0401,0.039,0.0585
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.0181,0.1899,0.0765,0.0181,0.1899,0.0765
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.3915,0.4371,0.5064,0.3957,0.2705,0.4818
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.4354,0.0729,0.4434,0.4354,0.0729,0.4434
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.3508,0.0695,0.4072,0.3508,0.0695,0.4072
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,-0.0325,0.0668,0.0052,-0.0498,0.0641,-0.0106
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,-0.0518,0.1172,-0.0054,-0.0518,0.1172,-0.0054
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,0.0073,0.0234,0.0435,0.0073,0.0234,0.0435
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.4869,0.2415,0.4766,0.4869,0.2415,0.4766
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.1812,0.2594,0.3159,0.1812,0.2594,0.3159
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.7996,0.7714,0.8326,0.5245,0.6231,0.5644
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.1821,0.2001,0.166,0.1015,0.0501,0.0829
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.0977,-0.0221,0.0494,0.0977,-0.0221,0.0494
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.1642,0.1176,0.1522,0.1642,0.1176,0.1522
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.3264,0.1571,0.4075,0.3264,0.1571,0.4075
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.7817,0.7757,0.7805,0.568,0.5699,0.5731
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,0.6249,0.4266,0.5781,0.6249,0.4266,0.5781
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.1134,0.0044,0.1209,0.1134,0.0044,0.1209
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.267,0.063,0.2799,0.1718,0.0457,0.1434
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.1585,0.0539,0.1384,0.1585,0.0539,0.1384
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.86,0.4153,0.8598,0.487,0.3739,0.5192
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.2593,0.3366,0.3227,0.2593,0.3366,0.3227
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,0.4343,0.2023,0.4119,0.4343,0.2023,0.4119
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.4657,0.0851,0.4271,0.2743,0.0361,0.2322
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.1397,0.0104,0.1309,0.1397,0.0104,0.1309
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.2694,0.1061,0.2472,0.2694,0.1061,0.2472
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.2227,0.0673,0.2371,0.2227,0.0673,0.2371
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.492,0.1996,0.4606,0.492,0.1996,0.4606
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.8432,0.4458,0.845,0.4765,0.3265,0.5145
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.2961,0.2143,0.3341,0.2202,0.0638,0.2056
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.1412,0.0262,0.1205,0.1412,0.0262,0.1205
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.2532,0.104,0.2286,0.2532,0.104,0.2286
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.881,0.3371,0.8332,0.4044,0.1367,0.4421
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.4869,0.0262,0.4681,0.4869,0.0262,0.4681
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.2377,0.0353,0.2422,0.2377,0.0353,0.2422
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.2944,0.1573,0.3478,0.1582,0.0223,0.2144
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.0595,-0.0039,0.0831,0.0595,-0.0039,0.0831
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.1582,0.3919,0.2332,0.1582,0.3919,0.2332
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.2505,0.2185,0.3401,0.2505,0.2185,0.3401
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.8511,0.6615,0.8324,0.4267,0.6134,0.4712
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.4962,0.0666,0.501,0.4962,0.0666,0.501
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.1952,0.0139,0.1774,0.1952,0.0139,0.1774
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.4425,0.1487,0.3729,0.2417,-0.0078,0.2086
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.0015,0.0125,-0.0045,0.0015,0.0125,-0.0045
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.2305,0.6773,0.2585,0.2305,0.6773,0.2585
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.4713,0.149,0.4695,0.4713,0.149,0.4695
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.7262,0.3,0.5712,0.4282,0.2017,0.438
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.0608,0.0391,0.0477,0.0608,0.0391,0.0477
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.3934,0.1554,0.3254,0.214,0.0369,0.208
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.2241,0.0324,0.2105,0.2241,0.0324,0.2105
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.5122,0.2685,0.4525,0.5122,0.2685,0.4525
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.3283,0.0685,0.3687,0.3283,0.0685,0.3687
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.8241,0.6955,0.8144,0.4851,0.5293,0.5116
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.3603,0.1484,0.327,0.2498,-0.0013,0.1865
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.2594,0.0887,0.1589,0.2594,0.0887,0.1589
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.0904,0.0016,0.0505,0.0904,0.0016,0.0505
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.5849,0.5742,0.5514,0.5849,0.5742,0.5514
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.8749,0.7721,0.8636,0.5564,0.6567,0.5866
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.3172,0.4025,0.4095,0.3172,0.4025,0.4095
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.0837,0.0217,0.0583,0.0837,0.0217,0.0583
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.3638,0.0553,0.3148,0.2432,0.0079,0.1855
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.1984,0.0545,0.1866,0.1984,0.0545,0.1866
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.2154,0.1541,0.2144,0.2154,0.1541,0.2144
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.5153,0.3699,0.4822,0.5153,0.3699,0.4822
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.7773,0.6284,0.7584,0.4684,0.5299,0.5082
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.3528,0.1243,0.3001,0.2257,0.0984,0.183
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.2201,0.1377,0.1578,0.2201,0.1377,0.1578
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.055,0.0756,0.0238,0.055,0.0756,0.0238
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.8838,0.7629,0.8781,0.569,0.5453,0.6086
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.6126,0.1655,0.503,0.6126,0.1655,0.503
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.4338,0.1744,0.501,0.4338,0.1744,0.501
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,0.2649,0.0862,0.2606,0.2649,0.0862,0.2606
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.3217,0.119,0.3635,0.2549,0.0172,0.2834
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.1027,-0.0229,0.0948,0.1027,-0.0229,0.0948
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.2899,0.2005,0.3059,0.2899,0.2005,0.3059
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.4342,0.2682,0.393,0.4342,0.2682,0.393
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.7681,0.7172,0.6277,0.4341,0.3645,0.5248
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.3395,0.4448,0.1937,0.2025,0.2604,0.1124
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.1338,0.1824,0.064,0.1338,0.1824,0.064
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.206,0.2629,0.0968,0.206,0.2629,0.0968
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.498,0.1183,0.4972,0.498,0.1183,0.4972
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.6764,0.5596,0.6299,0.5581,0.4153,0.5683
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.4149,0.2517,0.4433,0.4149,0.2517,0.4433
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.1583,0.1723,0.1918,0.1583,0.1723,0.1918
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.2522,0.2912,0.2131,0.201,0.2175,0.2166
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.1842,0.1049,0.1505,0.1842,0.1049,0.1505
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.3736,0.2072,0.3375,0.3736,0.2072,0.3375
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.3757,0.331,0.3976,0.3757,0.331,0.3976
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.5789,0.5989,0.6464,0.4831,0.4777,0.5829
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.2838,0.353,0.1685,0.1434,0.1909,0.0995
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.0861,0.0609,0.0144,0.0861,0.0609,0.0144
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.117,0.1557,0.0821,0.117,0.1557,0.0821
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.6308,0.4933,0.4978,0.4381,0.3078,0.4042
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.3684,0.2675,0.3684,0.3684,0.2675,0.3684
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.3512,0.1696,0.3719,0.3512,0.1696,0.3719
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.1765,0.2228,0.1182,0.1765,0.2228,0.1182
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.1353,0.0798,0.0337,0.1353,0.0798,0.0337
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.2621,0.3259,0.1744,0.1765,0.2465,0.104
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.3792,0.3382,0.4395,0.3792,0.3382,0.4395
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.5357,0.5066,0.6417,0.351,0.3576,0.5483
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.383,0.2973,0.4219,0.383,0.2973,0.4219
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.1834,0.3297,0.0987,0.1834,0.3297,0.0987
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.5099,0.6342,0.1857,0.1644,0.2867,0.1432
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.1382,0.1385,0.0269,0.1382,0.1385,0.0269
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.5316,0.7443,0.4835,0.5187,0.7633,0.4852
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.2383,0.1421,0.2461,0.2383,0.1421,0.2461
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.3548,0.3155,0.3513,0.3548,0.3155,0.3513
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.1567,0.1331,0.1229,0.1466,0.1442,0.1345
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.121,0.0819,0.0892,0.121,0.0819,0.0892
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.0729,0.0467,0.0745,0.0729,0.0467,0.0745
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.2515,0.1393,0.23,0.2515,0.1393,0.23
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.4624,0.1728,0.4586,0.4624,0.1728,0.4586
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.6728,0.6583,0.5745,0.6001,0.7012,0.575
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.0582,0.04,0.0332,0.0582,0.04,0.0332
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.4072,0.2161,0.2029,0.3047,0.2059,0.1703
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.3363,0.2465,0.1959,0.3363,0.2465,0.1959
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.6648,0.5989,0.6302,0.6669,0.5987,0.635
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.1889,0.1281,0.1273,0.1889,0.1281,0.1273
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.6191,0.613,0.4473,0.6191,0.613,0.4473
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.0713,0.1347,0.0924,0.0713,0.1347,0.0924
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,-0.0071,0.0395,0.0194,-0.0071,0.0395,0.0194
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.0493,0.1492,0.1018,0.0477,0.1503,0.1006
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.2259,0.1962,0.2172,0.2259,0.1962,0.2172
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.6183,0.7656,0.5493,0.4253,0.761,0.4576
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.4861,0.1708,0.4849,0.4861,0.1708,0.4849
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.323,0.1974,0.1457,0.2134,0.2039,0.0776
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.1069,0.1673,0.0639,0.1069,0.1673,0.0639
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.2402,0.1717,0.1468,0.2402,0.1717,0.1468
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.2273,0.1411,0.3375,0.2273,0.1411,0.3375
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.3108,0.1273,0.3867,0.3108,0.1273,0.3867
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.7788,0.6203,0.7324,0.5546,0.2916,0.7096
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.0644,0.009,0.1887,0.0644,0.009,0.1887
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.4746,0.3974,0.3662,0.279,0.145,0.3544
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.1762,0.2132,0.3847,0.1762,0.2132,0.3847
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.6409,0.7536,0.5505,0.2424,0.1926,0.4861
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.1334,0.1279,0.1253,0.1334,0.1279,0.1253
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.1108,0.063,0.273,0.1108,0.063,0.273
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,0.1534,0.3138,0.0526,0.1534,0.3138,0.0526
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.3331,0.4883,0.1262,0.2408,0.2187,0.0771
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.0614,0.0052,0.0046,0.0614,0.0052,0.0046
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.6235,0.9214,0.5745,0.4065,0.3234,0.5782
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.1902,0.139,0.3661,0.1902,0.139,0.3661
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.1359,0.0649,0.1529,0.1359,0.0649,0.1529
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.1736,0.1127,0.0433,0.1736,0.1127,0.0433
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.0606,0.295,0.0424,0.0606,0.295,0.0424
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.2236,0.5025,0.0334,0.2255,0.1805,0.0293
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.7884,0.6942,0.3228,0.5312,0.499,0.2655
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.3687,0.2044,0.197,0.3687,0.2044,0.197
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.3682,0.2303,0.2011,0.3682,0.2303,0.2011
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.2744,0.2985,0.0971,0.2744,0.2985,0.0971
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.5573,0.5201,0.0998,0.2772,0.3331,0.0741
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.1684,0.1489,0.049,0.1684,0.1489,0.049
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.4253,0.1611,0.2812,0.4253,0.1611,0.2812
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.3089,0.3929,0.2916,0.3089,0.3929,0.2916
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.7396,0.6159,0.6026,0.4878,0.3791,0.5505
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.2153,0.2034,0.1144,0.2153,0.2034,0.1144
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.2164,0.0315,0.0973,0.2164,0.0315,0.0973
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.5978,0.2705,0.1924,0.3075,0.1723,0.1369
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.5815,0.6476,0.6301,0.5799,0.6484,0.6294
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.3867,0.2953,0.4377,0.3867,0.2953,0.4377
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.2828,0.2778,0.3691,0.2828,0.2778,0.3691
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.0968,0.0144,0.05,0.0968,0.0144,0.05
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.1031,0.0845,0.1267,0.1031,0.0845,0.1267
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.1217,0.1244,0.1125,0.1053,0.1232,0.0906
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.6999,0.6375,0.6871,0.6428,0.6376,0.634
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.5126,0.3815,0.4781,0.5126,0.3815,0.4781
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.2726,0.1756,0.2676,0.2726,0.1756,0.2676
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.0691,0.0109,0.0284,0.0691,0.0109,0.0284
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.152,0.0508,0.1041,0.152,0.0508,0.1041
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.2284,0.0864,0.1605,0.2177,0.0875,0.1571
