composer,title,split,performer,model,recording,p_nov,r_nov,f_nov
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.4647,0.41,0.4356
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.3486,0.3584,0.3534
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.6175,0.6114,0.6144
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.6099,0.564,0.586
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.8045,0.7727,0.7883
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.319,0.2859,0.3016
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.4167,0.3576,0.3849
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.6219,0.6194,0.6207
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.3372,0.3584,0.3474
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.9117,0.8992,0.9054
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.8878,0.8657,0.8766
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.7429,0.7195,0.731
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.7815,0.7872,0.7843
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.5799,0.5544,0.5669
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.6562,0.6702,0.6631
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.8206,0.8018,0.8111
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.7208,0.7034,0.712
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.8296,0.8214,0.8254
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.673,0.6839,0.6784
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.7624,0.7661,0.7643
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.6494,0.6284,0.6387
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.864,0.8506,0.8573
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.9032,0.8785,0.8907
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.6978,0.6721,0.6847
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.6052,0.5872,0.596
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.7607,0.7686,0.7646
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.7722,0.7748,0.7735
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.8612,0.842,0.8515
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.8915,0.8816,0.8865
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.7264,0.7079,0.717
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.749,0.7537,0.7513
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.6478,0.6499,0.6489
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.017,0.0165,0.0168
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.6483,0.6197,0.6337
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.5049,0.4854,0.495
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.7874,0.7757,0.7815
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.4312,0.4516,0.4411
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.699,0.7112,0.705
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.5245,0.4835,0.5032
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.838,0.8185,0.8281
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.626,0.5873,0.6061
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.5492,0.5153,0.5317
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,0.5437,0.5076,0.525
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.7803,0.775,0.7777
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.4522,0.4638,0.4579
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.8769,0.8575,0.8671
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.7855,0.7448,0.7646
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.6695,0.6373,0.653
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.569,0.5341,0.551
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.4814,0.483,0.4822
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.637,0.635,0.636
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.867,0.8172,0.8413
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.6213,0.5449,0.5806
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.7194,0.6551,0.6857
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.5846,0.5232,0.5522
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.7176,0.7143,0.7159
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.5154,0.5078,0.5116
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.6866,0.6436,0.6644
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.7569,0.7193,0.7376
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.8622,0.8408,0.8514
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.6568,0.6158,0.6356
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.5343,0.5422,0.5382
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.7104,0.7211,0.7157
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.8404,0.8362,0.8383
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.4752,0.4584,0.4667
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.8823,0.8691,0.8756
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.7325,0.7402,0.7363
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.7012,0.6844,0.6927
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.8012,0.7984,0.7998
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.8419,0.8299,0.8359
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.6402,0.607,0.6232
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.0365,0.0351,0.0358
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.7145,0.7098,0.7121
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.4113,0.3882,0.3994
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.8059,0.8021,0.804
