composer,title,split,performer,model,recording,p_nov,r_nov,f_nov
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.4873,0.5011,0.4941
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.6398,0.6335,0.6367
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.9217,0.8523,0.8856
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.8485,0.815,0.8314
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.5503,0.4933,0.5203
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.6693,0.6666,0.668
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.5084,0.5403,0.5239
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.6507,0.5583,0.6009
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.7721,0.7478,0.7598
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.9122,0.8998,0.9059
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.9279,0.9047,0.9162
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.7864,0.7922,0.7893
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.6773,0.6917,0.6844
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.5966,0.5705,0.5832
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.8393,0.831,0.8351
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.8921,0.8716,0.8817
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.7881,0.769,0.7784
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.7178,0.7294,0.7236
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.7743,0.7781,0.7762
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.7024,0.6797,0.6908
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.7067,0.6806,0.6934
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.8648,0.8514,0.858
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.9159,0.8909,0.9032
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.7755,0.7781,0.7768
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.6105,0.5924,0.6013
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.7671,0.775,0.771
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.8964,0.8865,0.8914
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.9315,0.9107,0.921
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.7863,0.7663,0.7762
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.0181,0.0175,0.0178
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.7557,0.7604,0.758
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.697,0.6994,0.6982
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.7974,0.7856,0.7914
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.6743,0.6482,0.661
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.8424,0.8053,0.8234
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.669,0.6167,0.6418
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.5627,0.5894,0.5757
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.7225,0.7351,0.7287
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.8446,0.8249,0.8347
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.8744,0.8204,0.8465
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.7699,0.7223,0.7454
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.7926,0.7872,0.7899
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.64,0.6564,0.6481
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,0.7357,0.6869,0.7105
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.7967,0.7585,0.7771
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.908,0.861,0.8838
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.8777,0.8583,0.8679
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.6488,0.6469,0.6478
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.5535,0.5554,0.5545
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.6558,0.6156,0.6351
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.8749,0.7966,0.8339
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.7598,0.6663,0.71
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.8561,0.8069,0.8308
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.6289,0.6195,0.6242
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.7028,0.629,0.6639
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.7144,0.7112,0.7128
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.8552,0.8339,0.8444
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.8023,0.752,0.7763
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.8833,0.8393,0.8607
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.7605,0.713,0.736
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.6287,0.638,0.6333
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.7288,0.7398,0.7342
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.483,0.4659,0.4743
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.8919,0.8785,0.8852
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.8439,0.8397,0.8418
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.7374,0.7451,0.7413
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.8047,0.8019,0.8033
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.7068,0.6899,0.6982
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.8409,0.829,0.8349
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.0368,0.0354,0.0361
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.6506,0.6168,0.6332
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.81,0.8062,0.8081
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.7215,0.7167,0.7191
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.4216,0.398,0.4095
