composer,title,split,performer,model,recording,p_no,r_no,f_no
Chopin,Scherzos_31,train,LuoJ12M,kong,disklavier,0.7418,0.7466,0.7442
Chopin,Scherzos_31,train,LuoJ12M,T5,disklavier,0.5299,0.5486,0.5391
Chopin,Scherzos_31,train,SunD04M,kong,maestro,0.9286,0.9112,0.9198
Chopin,Scherzos_31,train,SunD04M,oaf,maestro,0.9143,0.8768,0.8952
Chopin,Scherzos_31,train,SunD04M,T5,maestro,0.9434,0.9148,0.9289
Chopin,Scherzos_31,train,SunD04M,kong,disklavier,0.7215,0.721,0.7213
Chopin,Scherzos_31,train,SunD04M,T5,disklavier,0.4947,0.5232,0.5085
Chopin,Scherzos_31,train,SunD04M,oaf,disklavier,0.7922,0.7405,0.7655
Chopin,Scherzos_31,train,TongB04M,kong,maestro,0.9298,0.9192,0.9244
Chopin,Scherzos_31,train,TongB04M,T5,maestro,0.9397,0.9149,0.9272
Chopin,Scherzos_31,train,TongB04M,oaf,maestro,0.8562,0.8257,0.8407
Chopin,Scherzos_31,train,TongB04M,oaf,disklavier,0.7738,0.7229,0.7475
Chopin,Scherzos_31,train,TongB04M,kong,disklavier,0.748,0.7538,0.7509
Chopin,Scherzos_31,train,TongB04M,T5,disklavier,0.4842,0.5266,0.5045
Chopin,Scherzos_31,train,TuanS05M,kong,maestro,0.9324,0.9217,0.927
Chopin,Scherzos_31,train,TuanS05M,oaf,maestro,0.7379,0.7143,0.7259
Chopin,Scherzos_31,train,TuanS05M,T5,maestro,0.9508,0.9256,0.938
Chopin,Scherzos_31,train,TuanS05M,T5,disklavier,0.5465,0.593,0.5688
Chopin,Scherzos_31,train,TuanS05M,oaf,disklavier,0.8258,0.7805,0.8025
Chopin,Scherzos_31,train,TuanS05M,kong,disklavier,0.8091,0.8146,0.8118
Chopin,Scherzos_31,train,ZhangW04M,T5,maestro,0.9435,0.9213,0.9323
Chopin,Scherzos_31,train,ZhangW04M,oaf,maestro,0.8497,0.823,0.8361
Chopin,Scherzos_31,train,ZhangW04M,kong,maestro,0.9132,0.9,0.9065
Chopin,Scherzos_31,train,ZhangW04M,oaf,disklavier,0.7191,0.6836,0.7009
Chopin,Scherzos_31,train,ZhangW04M,kong,disklavier,0.713,0.7136,0.7133
Chopin,Scherzos_31,train,ZhangW04M,T5,disklavier,0.5236,0.5381,0.5308
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,maestro,0.9115,0.8875,0.8993
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,maestro,0.8465,0.7706,0.8067
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,maestro,0.8991,0.8568,0.8774
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,disklavier,0.4428,0.4524,0.4475
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,disklavier,0.6797,0.6571,0.6682
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,disklavier,0.5781,0.5302,0.5531
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,maestro,0.9064,0.8902,0.8982
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,maestro,0.9229,0.9105,0.9167
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,maestro,0.8465,0.8141,0.83
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,disklavier,0.6866,0.7197,0.7027
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,disklavier,0.8347,0.841,0.8378
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,disklavier,0.8284,0.7967,0.8123
Glinka,The_Lark,train,Denisova10M,oaf,maestro,0.8768,0.8494,0.8629
Glinka,The_Lark,train,Denisova10M,kong,maestro,0.9177,0.9137,0.9157
Glinka,The_Lark,train,Denisova10M,T5,maestro,0.9505,0.9309,0.9406
Glinka,The_Lark,train,Denisova10M,oaf,disklavier,0.8065,0.7854,0.7958
Glinka,The_Lark,train,Denisova10M,T5,disklavier,0.6897,0.7382,0.7131
Glinka,The_Lark,train,Denisova10M,kong,disklavier,0.8555,0.8768,0.866
Glinka,The_Lark,train,Kleisen07M,oaf,maestro,0.8221,0.7558,0.7875
Glinka,The_Lark,train,Kleisen07M,kong,maestro,0.9031,0.8786,0.8907
Glinka,The_Lark,train,Kleisen07M,T5,maestro,0.9229,0.8836,0.9028
Glinka,The_Lark,train,Kleisen07M,oaf,disklavier,0.6551,0.6085,0.631
Glinka,The_Lark,train,Kleisen07M,kong,disklavier,0.7513,0.7336,0.7423
Glinka,The_Lark,train,Kleisen07M,T5,disklavier,0.5037,0.5174,0.5105
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,maestro,0.8187,0.8009,0.8097
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,maestro,0.9447,0.9409,0.9428
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,maestro,0.9631,0.9501,0.9565
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,disklavier,0.0455,0.0453,0.0454
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,disklavier,0.0417,0.0416,0.0416
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,disklavier,0.6603,0.6382,0.6491
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,maestro,0.9004,0.8829,0.8916
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,maestro,0.9225,0.919,0.9208
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,maestro,0.9624,0.9492,0.9558
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,disklavier,0.8412,0.8562,0.8486
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,disklavier,0.4162,0.4054,0.4107
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,disklavier,0.8951,0.8943,0.8947
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,maestro,0.9541,0.9406,0.9473
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,maestro,0.9053,0.9024,0.9039
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,maestro,0.6922,0.6775,0.6848
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,disklavier,0.7708,0.7816,0.7762
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,disklavier,0.83,0.8302,0.8301
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,disklavier,0.4962,0.4827,0.4893
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,maestro,0.9052,0.8925,0.8988
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,maestro,0.969,0.9666,0.9678
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.9747,0.958,0.9663
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.7086,0.6812,0.6947
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.8915,0.8882,0.8899
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,0.7995,0.8036,0.8015
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.6784,0.6615,0.6698
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.9258,0.8991,0.9123
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.8835,0.8752,0.8793
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.5164,0.4934,0.5047
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.7921,0.7926,0.7924
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.6911,0.698,0.6945
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.9711,0.9605,0.9658
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.9346,0.9354,0.935
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.8793,0.873,0.8761
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.8146,0.8018,0.8081
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.8412,0.8653,0.8531
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.9288,0.9334,0.9311
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.9772,0.9679,0.9725
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.9612,0.9565,0.9588
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.8303,0.8222,0.8262
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.8442,0.8534,0.8488
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.8948,0.8909,0.8928
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.5823,0.564,0.573
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.9153,0.8835,0.8991
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.8626,0.8051,0.8329
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.9508,0.9033,0.9264
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.6155,0.5682,0.5909
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.7025,0.6666,0.6841
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.624,0.5655,0.5933
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.9084,0.893,0.9006
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.952,0.9166,0.934
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.8936,0.8518,0.8722
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.7617,0.7198,0.7402
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.7861,0.7324,0.7583
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.7962,0.7745,0.7852
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.8978,0.8705,0.8839
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.8628,0.8058,0.8333
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,0.9478,0.899,0.9227
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.6183,0.5871,0.6023
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.7718,0.7487,0.7601
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.6961,0.6442,0.6691
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.8697,0.8257,0.8471
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.7423,0.6739,0.7064
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.9216,0.8579,0.8886
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.0637,0.0584,0.061
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.0681,0.0618,0.0648
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.0838,0.0793,0.0815
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.957,0.9114,0.9337
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,maestro,0.9131,0.879,0.8957
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,maestro,0.8833,0.8221,0.8516
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,disklavier,0.7249,0.6608,0.6914
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,disklavier,0.7567,0.7235,0.7397
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,disklavier,0.5202,0.4909,0.5051
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,maestro,0.9398,0.8991,0.919
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,maestro,0.841,0.7978,0.8188
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,maestro,0.9158,0.8939,0.9047
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,disklavier,0.76,0.7251,0.7422
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,disklavier,0.6424,0.6092,0.6254
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,disklavier,0.7404,0.679,0.7084
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,maestro,0.9354,0.8679,0.9004
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,maestro,0.8913,0.8518,0.8711
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,maestro,0.8788,0.808,0.8419
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,disklavier,0.7358,0.6517,0.6912
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,disklavier,0.7456,0.7007,0.7225
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,disklavier,0.6682,0.6196,0.643
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,maestro,0.9409,0.9038,0.922
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,maestro,0.8947,0.8499,0.8717
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.9212,0.9011,0.911
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.7252,0.6744,0.6989
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.7536,0.7341,0.7437
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.6392,0.6166,0.6277
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.0268,0.0253,0.026
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.0274,0.0265,0.027
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.0239,0.0224,0.0231
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.7896,0.7542,0.7715
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.7602,0.6825,0.7192
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.7088,0.6562,0.6815
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.8826,0.8051,0.8421
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.8499,0.7777,0.8122
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,0.8008,0.6874,0.7398
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.6878,0.581,0.6299
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.7523,0.6934,0.7216
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.6226,0.573,0.5968
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.8796,0.8655,0.8725
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.9519,0.9393,0.9456
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.9294,0.925,0.9272
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.7115,0.7007,0.7061
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,0.7231,0.769,0.7453
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.8549,0.8651,0.86
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.8652,0.8597,0.8624
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.9596,0.9496,0.9546
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.9472,0.9472,0.9472
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,0.7585,0.7873,0.7726
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,0.6117,0.601,0.6063
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,0.8572,0.8689,0.863
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.0068,0.0066,0.0067
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.0061,0.0059,0.006
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.0062,0.0059,0.006
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.8006,0.8295,0.8148
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.5853,0.6686,0.6242
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.7177,0.6923,0.7047
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.9565,0.9479,0.9522
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.9543,0.9472,0.9507
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.9344,0.901,0.9174
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,0.0063,0.0067,0.0065
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,0.0049,0.0045,0.0047
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,0.0061,0.006,0.006
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.8444,0.8094,0.8265
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.8886,0.8786,0.8836
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.9276,0.9068,0.9171
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.4677,0.4975,0.4821
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.6869,0.6819,0.6844
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.6995,0.6424,0.6698
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,0.944,0.9187,0.9312
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.972,0.9603,0.9661
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.9609,0.9556,0.9583
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.8389,0.8265,0.8326
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.8653,0.7821,0.8216
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.7139,0.7358,0.7247
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,0.939,0.9169,0.9278
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.9548,0.9522,0.9535
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.9687,0.9596,0.9642
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.8792,0.9047,0.8918
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.6733,0.7746,0.7204
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.9034,0.8691,0.8859
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.8776,0.8443,0.8606
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.9372,0.9325,0.9348
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.9609,0.9517,0.9563
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.5926,0.5646,0.5783
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.3973,0.4223,0.4094
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.6053,0.6053,0.6053
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.9139,0.8784,0.8958
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.9353,0.9378,0.9366
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.9543,0.9413,0.9478
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.6584,0.6845,0.6712
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.8178,0.7587,0.7872
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.8021,0.8283,0.815
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.9356,0.9104,0.9228
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.9686,0.9614,0.965
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.9625,0.9599,0.9612
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.7959,0.8154,0.8055
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.8172,0.7383,0.7758
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.6532,0.6756,0.6642
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.9394,0.9293,0.9343
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.8969,0.8609,0.8786
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.9514,0.9325,0.9418
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.5819,0.6142,0.5976
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.7572,0.7569,0.757
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.7807,0.7243,0.7514
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.8503,0.7942,0.8212
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.922,0.9158,0.9189
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.9511,0.9297,0.9403
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.745,0.7353,0.7401
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.698,0.6476,0.6719
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.5754,0.5745,0.5749
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.9378,0.9228,0.9302
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.9565,0.9524,0.9545
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.9689,0.959,0.9639
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.847,0.7964,0.8209
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.6604,0.7129,0.6857
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.076,0.0772,0.0766
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.9116,0.9119,0.9118
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.8731,0.8619,0.8675
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.9496,0.943,0.9463
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.5019,0.5047,0.5033
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.628,0.5966,0.6119
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.6475,0.642,0.6447
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.9587,0.9561,0.9574
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.9683,0.9616,0.9649
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.9201,0.9026,0.9112
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,0.7958,0.7232,0.7578
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.8211,0.8195,0.8203
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.6542,0.6743,0.6641
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.8833,0.8152,0.8479
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.6661,0.5977,0.63
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.8303,0.7895,0.8094
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.6181,0.6136,0.6158
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.4659,0.4781,0.472
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.5969,0.5312,0.5621
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.9115,0.8156,0.8609
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.6319,0.5305,0.5768
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.8475,0.784,0.8145
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.5794,0.5752,0.5773
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.7277,0.6206,0.6699
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.7012,0.6777,0.6892
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.9035,0.7998,0.8485
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.6345,0.5284,0.5766
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.8563,0.7844,0.8187
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.77,0.6558,0.7083
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.6001,0.6121,0.606
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.7737,0.7568,0.7651
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.8708,0.8215,0.8454
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.7907,0.7059,0.7459
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.9087,0.8216,0.8629
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.7241,0.6389,0.6788
