composer,title,split,performer,model,recording,p_no,r_no,f_no
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.5222,0.4607,0.4896
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.4087,0.4203,0.4144
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.7154,0.7084,0.7118
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.6161,0.5697,0.592
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.8303,0.7976,0.8136
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.3389,0.3037,0.3203
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.4482,0.3846,0.4139
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.6672,0.6645,0.6658
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.3613,0.384,0.3723
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.9167,0.9042,0.9104
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.8916,0.8693,0.8803
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.7624,0.7384,0.7502
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.8192,0.8252,0.8222
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.6059,0.5794,0.5924
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.7091,0.7242,0.7166
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.822,0.8031,0.8124
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.7553,0.737,0.746
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.8351,0.8268,0.8309
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.7068,0.7182,0.7125
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.7979,0.8018,0.7998
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.6873,0.6651,0.676
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.87,0.8566,0.8632
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.9058,0.8811,0.8933
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.7083,0.6821,0.695
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.6381,0.6192,0.6285
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.8156,0.824,0.8198
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.8372,0.84,0.8386
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.8631,0.8438,0.8533
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.9029,0.8929,0.8979
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.7742,0.7544,0.7642
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.8337,0.8389,0.8363
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.7188,0.7212,0.72
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.0306,0.0296,0.0301
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.657,0.6281,0.6422
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.5472,0.526,0.5364
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.827,0.8148,0.8209
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.4812,0.504,0.4923
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.7796,0.7932,0.7863
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.5648,0.5207,0.5419
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.8583,0.8383,0.8482
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.6305,0.5915,0.6104
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.5622,0.5275,0.5443
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,0.5748,0.5366,0.555
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.846,0.8402,0.8431
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.4935,0.5061,0.4997
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.9007,0.8808,0.8906
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.7927,0.7516,0.7716
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.7123,0.6781,0.6948
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.6648,0.624,0.6437
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.5911,0.5931,0.5921
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.7795,0.7771,0.7783
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.8871,0.8361,0.8609
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.6396,0.5609,0.5977
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.7264,0.6614,0.6924
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.6389,0.5718,0.6035
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.8044,0.8008,0.8026
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.5625,0.5542,0.5583
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.7071,0.6629,0.6843
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.7604,0.7226,0.741
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.8718,0.8501,0.8608
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.6942,0.6508,0.6718
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.5789,0.5874,0.5831
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.777,0.7887,0.7828
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.8514,0.8472,0.8493
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.4948,0.4774,0.4859
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.8868,0.8736,0.8801
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.77,0.778,0.774
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.7374,0.7198,0.7285
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.8322,0.8293,0.8307
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.8518,0.8397,0.8457
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.6602,0.626,0.6426
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.0533,0.0512,0.0522
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.7616,0.7566,0.7591
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.434,0.4097,0.4215
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.837,0.8331,0.835
