composer,title,split,performer,model,recording,dyn_corr
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.6851
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.4898
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.5071
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,0.4478
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.6164
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.6714
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.7436
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.4171
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.3792
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.1556
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.7813
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.795
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.7658
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.5392
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.1976
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.511
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.7789
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.7712
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.7225
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.4195
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.4532
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.4636
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.553
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.3888
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.4623
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.152
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.0998
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.0857
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.5302
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.4832
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.3837
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.2232
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.134
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.2043
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.4244
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.3031
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,0.4597
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.161
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.1968
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.1253
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.4614
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.3041
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.4127
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.1613
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.1354
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.1535
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.5844
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,maestro,0.4987
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,maestro,0.4831
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,disklavier,0.1283
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,disklavier,0.1507
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,disklavier,0.1667
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,maestro,0.4635
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,maestro,0.3574
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,maestro,0.5183
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,disklavier,0.1695
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,disklavier,0.1723
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,disklavier,0.1548
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,maestro,0.4226
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,maestro,0.5027
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,maestro,0.4042
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,disklavier,-0.0012
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,disklavier,0.0341
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,disklavier,0.0263
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,maestro,0.5911
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,maestro,0.4118
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.6283
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.1468
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.2591
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.1771
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.515
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.4704
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.351
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.1498
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.1864
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.2334
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.3727
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.4061
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,0.2901
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.0722
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.1402
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.0821
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.656
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.677
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.6365
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.081
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,0.0693
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.1519
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.4168
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.6915
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.7866
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,0.223
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,0.1643
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,0.2301
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.7788
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.7263
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.721
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.2088
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.1078
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.5177
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.6932
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.6964
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.4906
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,-0.1241
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,-0.1147
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,-0.1102
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.521
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.5756
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.6273
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.0929
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.1539
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.0585
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,0.7231
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.7802
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.7452
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.2713
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.1793
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.2232
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,0.6185
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.6459
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.6468
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.1599
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.1252
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.0926
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.6731
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.7814
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.7629
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.1585
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.1148
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.1374
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.6187
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.6372
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.6503
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.1852
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.0866
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.1673
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.6895
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.6956
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.7198
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.161
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.0879
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.1721
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.6435
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.5661
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.6521
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.1532
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.1955
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.0865
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.4603
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.7196
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.6649
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.1719
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.0183
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.135
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.5812
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.7701
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.7578
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.1279
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.1177
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.3324
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.7299
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.7091
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.7634
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.2012
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.3533
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.3532
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.7457
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.7206
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.6887
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,-0.0166
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.0482
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.0598
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.6341
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.5535
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.6349
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.4789
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.2843
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.0992
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.5398
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.4776
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.5685
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.3832
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.2366
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.2432
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.5496
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.4467
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.5707
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.4499
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.3883
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.4123
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.6438
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.6114
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.6026
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.5191
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.4506
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.5024
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.6784
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.687
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.6132
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.4863
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.2439
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.4988
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.3981
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.576
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.5332
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.2292
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.2208
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.1639
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.6717
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.5534
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.4651
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.252
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.2214
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.1882
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.5057
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.5532
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.5424
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.1095
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.0879
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.0916
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.6077
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.617
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.5956
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.3632
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.2345
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.2321
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.5978
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.4385
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.5525
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.0183
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.0814
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.1256
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.3193
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.2183
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.3651
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.0444
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.0736
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,-0.024
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.4508
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.5647
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.6052
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.1693
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.1746
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.1338
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.3101
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.2992
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.383
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.079
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.0626
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.0381
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.5357
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.4842
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.5347
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.0957
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.1273
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.1412
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.3971
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.6802
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.6106
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.2084
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.1586
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.0883
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.6243
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.6515
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.5149
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.1718
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.1767
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.1051
