composer,title,split,performer,model,recording,melody_ioi_corr,acc_ioi_corr,ratio_ioi_corr,melody_ioi_dtw_dist,acc_ioi_dtw_dist,melody_ioi_hist_kld,acc_ioi_hist_kld
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.1664,0.411,0.0,1390.0,7459.0,0.5577,0.3149
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.2044,0.4588,0.0,1107.0,4218.0,1.7201,4.4276
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.1654,0.3887,0.0,1044.0,3565.0,0.6135,0.3729
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.56,0.5792,0.0,2219.0,2205.0,0.2053,0.0748
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,maestro,0.531,0.537,0.0,676.0,1669.0,0.1461,0.1176
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,maestro,0.5028,0.2073,0.0,903.0,2361.0,1.938,4.7188
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,disklavier,0.509,0.4766,0.0,1079.0,2812.0,1.4434,4.0007
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,disklavier,0.4568,0.408,0.0,898.0,2481.0,1.0654,0.6355
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,disklavier,0.3753,0.4169,0.0,1498.0,5710.0,0.7941,0.4984
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,maestro,0.3965,0.5001,0.0,1011.0,5005.0,0.3674,0.0884
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,maestro,0.2949,0.1694,0.0,1241.0,2685.0,1.8102,5.1336
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,maestro,0.6773,0.3358,0.0,594.0,1643.0,0.2149,0.1455
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,disklavier,0.5471,0.3566,0.0,828.0,3093.0,1.3992,0.5942
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,disklavier,0.509,0.4295,0.0,1441.0,11675.0,1.6312,0.4707
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,disklavier,0.4931,0.4018,0.0,829.0,4619.0,1.4164,4.618
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,maestro,0.0909,0.6106,0.0,1370.0,3252.0,0.0819,0.0896
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,maestro,0.2459,0.5204,0.0,610.0,1747.0,0.3491,0.1171
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,maestro,0.0145,0.2223,0.0,881.0,2640.0,1.4852,5.2812
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,disklavier,0.139,0.3902,0.0,947.0,3312.0,1.1814,4.7306
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,disklavier,0.4956,0.3505,0.0,851.0,4402.0,0.7401,0.4448
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,disklavier,0.4447,0.3567,0.0,1731.0,8965.0,0.9411,0.3205
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,maestro,0.0135,0.5456,0.0,2273.0,9879.0,0.3277,0.0704
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,maestro,0.1607,0.1911,0.0,775.0,2806.0,1.1421,4.957
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.4311,0.3879,0.0,619.0,1370.0,0.2169,0.159
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.4157,0.4039,0.0,765.0,3165.0,1.215,4.1829
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.5167,0.3368,0.0,750.0,2917.0,0.5162,0.4492
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.2678,0.3408,0.0,1151.0,7368.0,0.7467,0.4263
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.0905,0.4768,0.0,1829.0,3864.0,0.2382,0.0822
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.5111,0.3857,0.0,727.0,1749.0,0.2278,0.1841
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.1643,0.224,0.0,962.0,2661.0,2.3524,5.3652
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.5319,0.3368,0.0,844.0,3747.0,0.743,0.5706
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.519,0.3648,0.0,919.0,3198.0,1.6965,4.6659
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.4569,0.3796,0.0,1125.0,6595.0,0.6424,0.4326
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.0366,0.4251,0.0,2485.0,13109.0,0.0893,0.0797
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.7042,0.5465,0.0,969.0,4679.0,0.4696,0.1464
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,-0.021,0.3293,0.0,1337.0,6377.0,0.9552,5.6594
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.0092,0.4329,0.0,1422.0,9004.0,1.028,5.2821
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.2862,0.349,0.0,1008.0,5217.0,0.6142,0.4078
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.5358,0.4455,0.0,1568.0,12487.0,1.983,0.3294
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.2283,0.1735,0.0,408.0,867.0,1.4927,4.6602
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.0939,0.4346,0.0,913.0,1973.0,0.1535,0.0856
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.7162,0.4104,0.0,143.0,499.0,0.39,0.1271
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.5443,0.4556,0.0,362.0,1009.0,1.7252,3.0415
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,0.2555,0.2971,0.0,828.0,3791.0,1.6162,1.1078
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.5426,0.2912,0.0,265.0,705.0,1.5639,1.1933
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.1419,0.2128,0.0,401.0,866.0,0.6902,4.1621
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.6057,0.5992,0.0,343.0,1759.0,0.5026,0.0519
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.3753,0.3687,0.0,167.0,432.0,0.058,0.1214
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,0.0782,0.2859,0.0,1358.0,3502.0,1.9672,1.4233
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,0.538,0.3844,0.0,451.0,1149.0,1.1958,2.3729
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,0.3383,0.2154,0.0,276.0,734.0,1.2413,1.4323
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.5775,0.5636,0.0,353.0,1523.0,0.0547,0.1543
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.3555,0.36,0.0,2824.0,5666.0,1.2222,0.0595
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.2411,0.102,0.0,589.0,1946.0,0.1302,4.1962
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.5933,0.2746,0.0,670.0,2509.0,1.8215,1.235
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.3239,0.2907,0.0,1723.0,8923.0,1.8695,1.4404
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.5026,0.48,0.0,584.0,2827.0,0.94,2.9705
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.4618,0.1995,0.0,1006.0,2570.0,0.8532,0.1396
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.6937,0.1751,0.0,415.0,1121.0,0.0205,0.1646
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.2834,0.1375,0.0,572.0,1639.0,1.0039,3.8531
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,-0.0589,0.0215,0.0,2647.0,11385.0,2.2178,1.039
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,-0.0869,0.0077,0.0,1001.0,3295.0,0.2616,3.0147
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,-0.0769,0.0285,0.0,863.0,2894.0,0.7566,1.1973
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.1364,0.1607,0.0,403.0,1962.0,0.2865,3.4979
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.3955,0.4376,0.0,361.0,1539.0,0.0596,0.0827
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.1704,0.2006,0.0,579.0,7445.0,0.0622,0.0426
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.1514,-0.0507,0.0,4197.0,9720.0,2.1909,0.6623
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.6077,0.0709,0.0,494.0,3051.0,0.4344,0.6283
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.4599,-0.075,0.0,642.0,3236.0,0.4571,2.6013
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,-0.0166,0.072,0.0,478.0,1819.0,0.3438,2.6239
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.5661,0.1284,0.0,466.0,7614.0,0.0484,0.0759
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.4638,0.3045,0.0,352.0,1105.0,0.5939,0.0938
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.628,0.0004,0.0,488.0,2434.0,0.8578,0.8912
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.5454,0.0032,0.0,550.0,2392.0,0.8153,1.5647
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.1628,0.0195,0.0,3171.0,7302.0,1.583,0.8175
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,-0.0362,0.2157,0.0,320.0,1594.0,0.0844,2.5349
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.3309,0.2057,0.0,373.0,1082.0,0.0356,0.1367
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.2848,0.0557,0.0,516.0,3030.0,0.0403,0.0684
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.654,-0.0606,0.0,365.0,2043.0,0.6924,0.6124
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.1538,-0.0591,0.0,2822.0,8539.0,1.2644,0.9346
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.6752,-0.0687,0.0,310.0,2152.0,0.3814,1.833
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.0048,0.0747,0.0,486.0,1883.0,0.0307,3.0102
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.3797,0.2401,0.0,260.0,1062.0,0.0377,0.1117
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.3757,0.2326,0.0,1439.0,3655.0,0.0355,0.0458
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.3848,-0.0222,0.0,1090.0,4188.0,0.739,1.9145
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.1322,-0.0281,0.0,5893.0,11797.0,0.7443,0.8554
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.3322,-0.0318,0.0,898.0,3812.0,0.4528,0.8959
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.1416,0.1213,0.0,658.0,2719.0,0.0653,2.8681
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.4471,0.3373,0.0,662.0,1955.0,0.0914,0.138
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.2159,0.1479,0.0,765.0,8740.0,0.1039,0.0774
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.15,-0.0935,0.0,2892.0,12589.0,1.0258,1.4643
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.502,0.2052,0.0,578.0,2819.0,0.2858,2.3638
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.4735,-0.0901,0.0,517.0,2907.0,0.7435,0.5758
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.087,0.0341,0.0,382.0,1659.0,0.0459,2.5494
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.1706,0.0106,0.0,938.0,3104.0,0.0578,0.0942
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.1866,0.1357,0.0,530.0,1269.0,0.0342,0.1574
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.5805,-0.0699,0.0,383.0,2243.0,0.3232,0.6246
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.5825,-0.0874,0.0,342.0,2164.0,0.8375,1.917
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.0523,-0.0535,0.0,4303.0,15470.0,2.742,0.8174
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.3711,0.4144,0.0,298.0,1208.0,0.5332,0.1451
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.1197,0.1703,0.0,450.0,2061.0,0.5287,3.6928
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.218,0.3519,0.0,1417.0,5518.0,0.3833,0.0523
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.0947,0.1487,0.0,2156.0,9140.0,1.3233,0.4833
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.4442,0.1834,0.0,640.0,2935.0,0.8701,0.4523
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.6608,0.1461,0.0,551.0,2856.0,0.413,3.1079
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.0287,0.3255,0.0,452.0,2015.0,0.0918,3.828
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.5738,0.2525,0.0,348.0,1332.0,0.2935,0.1032
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.2076,0.2788,0.0,611.0,4220.0,0.3419,0.0483
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.6148,-0.0296,0.0,555.0,2650.0,0.691,0.4859
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.5049,-0.0039,0.0,595.0,2789.0,1.6064,3.2695
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.0547,-0.039,0.0,2804.0,7069.0,2.2788,0.5138
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.1235,0.3248,0.0,494.0,1933.0,0.0802,2.3737
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.3617,0.1531,0.0,406.0,1170.0,0.0721,0.1219
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.3858,0.0133,0.0,586.0,4715.0,0.0499,0.0581
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.4551,0.037,0.0,565.0,2301.0,0.4768,1.6132
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.267,0.2417,0.0,3418.0,6983.0,1.3152,0.7515
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.4445,0.012,0.0,586.0,2775.0,0.472,0.68
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.3682,0.0269,0.0,346.0,1127.0,0.273,0.0982
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.2196,0.3125,0.0,522.0,1828.0,0.1299,2.8787
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.2928,0.2105,0.0,598.0,6309.0,0.9323,0.0721
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.09,0.0306,0.0,2443.0,8540.0,1.6201,0.4782
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.3792,0.0386,0.0,558.0,2869.0,2.3915,2.3945
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.3554,0.0535,0.0,603.0,2925.0,1.9287,0.4309
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.4209,0.3292,0.0,385.0,1182.0,0.0874,0.136
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.1942,0.2166,0.0,188.0,4427.0,0.0358,0.0886
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.1368,0.1257,0.0,359.0,1628.0,0.3381,2.5951
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,0.357,0.4486,0.0,374.0,2379.0,0.3771,2.0176
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.3126,0.0753,0.0,391.0,2309.0,0.6818,0.5791
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.2427,0.0594,0.0,822.0,7594.0,1.3307,0.6292
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.2591,0.6383,0.0,5531.0,37555.0,0.0963,0.056
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.2802,0.3993,0.0,4153.0,23583.0,1.9522,5.3022
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.3104,0.6533,0.0,2332.0,12472.0,0.1537,0.1821
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.3806,0.4711,0.0,3737.0,25906.0,0.407,0.7259
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.1402,0.4905,0.0,9648.0,47502.0,1.1781,0.6182
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.372,0.5929,0.0,3749.0,27745.0,1.2204,4.3992
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.2308,0.5637,0.0,8315.0,26444.0,0.5798,0.0696
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.4402,0.2382,0.0,2559.0,11197.0,2.3508,5.3565
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.7433,0.4614,0.0,1779.0,9015.0,0.2364,0.2255
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.2876,0.4662,0.0,6572.0,35432.0,0.9982,0.5423
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.6583,0.5638,0.0,2455.0,11431.0,2.2571,4.7576
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.6456,0.475,0.0,2221.0,10761.0,1.1636,0.6673
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.5206,0.5936,0.0,2416.0,12728.0,0.0345,0.0555
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.436,0.306,0.0,2155.0,9497.0,1.9634,5.6205
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.6594,0.5023,0.0,1799.0,6879.0,0.15,0.2346
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.705,0.4664,0.0,1928.0,8699.0,1.699,4.7307
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.2247,0.3335,0.0,6782.0,26187.0,0.7352,0.5482
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.6821,0.3394,0.0,2045.0,8093.0,0.5175,0.7502
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.6095,0.5209,0.0,2326.0,7579.0,0.193,0.2121
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.3456,0.2902,0.0,2993.0,10447.0,2.1444,5.5081
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.1373,0.6122,0.0,6459.0,24532.0,0.1456,0.0649
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.6612,0.5033,0.0,3007.0,12242.0,2.2021,4.4438
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.1324,0.4408,0.0,9474.0,41512.0,2.1281,0.624
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.647,0.4217,0.0,2883.0,12566.0,0.9171,0.7693
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.0772,0.5613,0.0,6461.0,17514.0,0.1519,0.0475
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.1288,0.4848,0.0,2010.0,7833.0,0.1436,0.2426
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.3312,0.303,0.0,2844.0,11603.0,1.8603,5.2159
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.3234,0.4303,0.0,2848.0,14179.0,1.6546,0.7447
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.5107,0.434,0.0,8365.0,39383.0,1.6223,0.574
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.3435,0.5228,0.0,3320.0,14570.0,2.2221,4.5815
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.3962,0.2427,0.0,632.0,1556.0,1.897,4.2417
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.6344,0.1861,0.0,405.0,864.0,0.0514,0.1088
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.0938,0.5205,0.0,1976.0,5581.0,0.1394,0.101
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.6256,0.2746,0.0,693.0,1509.0,0.7095,0.8902
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.4437,0.287,0.0,1068.0,3870.0,1.3149,0.8554
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.5646,0.4703,0.0,695.0,1609.0,1.9574,3.4507
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.6173,0.4281,0.0,442.0,1486.0,0.0787,0.0789
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.2278,0.5751,0.0,2138.0,6233.0,0.1303,0.0727
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.3774,0.125,0.0,711.0,1611.0,1.6782,4.0178
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.0925,0.3266,0.0,4866.0,5991.0,1.0569,0.7436
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.6855,0.3489,0.0,540.0,1547.0,0.9232,0.838
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.6543,0.5592,0.0,777.0,1837.0,1.2071,3.5112
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.2898,0.1793,0.0,770.0,1756.0,2.2114,4.5465
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.5176,0.2541,0.0,511.0,1339.0,0.2121,0.1277
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.5098,0.4672,0.0,1661.0,3559.0,0.2375,0.0782
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.6295,0.3077,0.0,530.0,1341.0,0.4522,1.0032
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.6077,0.5066,0.0,745.0,1532.0,2.1069,4.4046
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.1766,0.3233,0.0,1256.0,6867.0,0.765,0.7329
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.5461,0.3198,0.0,530.0,1078.0,0.2353,0.1068
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.1493,0.4581,0.0,2398.0,5344.0,0.1592,0.0899
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.2465,0.1344,0.0,795.0,1592.0,2.4467,4.0926
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.6183,0.5463,0.0,824.0,2128.0,1.9763,3.3976
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.6107,0.3127,0.0,657.0,1517.0,1.1816,0.9002
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.159,0.3156,0.0,2161.0,3971.0,1.468,0.8742
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.6918,0.4121,0.0,614.0,1638.0,0.6486,0.1948
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.4568,0.3076,0.0,900.0,2667.0,1.0386,5.6416
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.2685,0.5149,0.0,1824.0,6390.0,0.9168,0.0818
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.617,0.6732,0.0,727.0,2331.0,0.751,4.9703
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.5645,0.4319,0.0,1366.0,8608.0,2.8219,0.9061
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.6717,0.4425,0.0,561.0,1954.0,1.5498,0.9286
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.6862,0.348,0.0,566.0,1653.0,0.2718,0.2407
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.0757,0.4151,0.0,3337.0,5921.0,0.398,0.0577
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.4306,0.3138,0.0,737.0,2146.0,1.2556,5.607
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.6863,0.4626,0.0,631.0,1864.0,1.1429,0.6581
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.3176,0.4587,0.0,1840.0,10629.0,1.6876,0.6249
