composer,title,split,performer,model,recording,cd_corr,cm_corr,ts_corr
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.9054,0.2365,-0.3013
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.4302,0.0825,-0.2108
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.7183,0.1607,0.0803
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.8396,0.2326,-0.2917
Scriabin,Sonatas_5,train,Na07M,T5,disklavier,0.6821,0.2384,-0.0985
Scriabin,Sonatas_5,train,Na07M,kong,disklavier,0.8055,0.1965,-0.2694
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,maestro,0.6795,0.2279,-0.3931
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,maestro,0.7875,0.2564,-0.3776
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,maestro,0.5208,0.1137,-0.4121
Scriabin,Sonatas_5,train,Yeletskiy07M,kong,disklavier,0.7644,0.2068,-0.2676
Scriabin,Sonatas_5,train,Yeletskiy07M,T5,disklavier,0.471,0.1054,0.2276
Scriabin,Sonatas_5,train,Yeletskiy07M,oaf,disklavier,0.5413,0.0301,-0.38
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,maestro,0.7442,0.3179,0.2872
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,maestro,0.849,0.241,0.3279
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,maestro,0.6054,0.0506,0.1246
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,kong,disklavier,0.8374,0.2544,0.2717
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,T5,disklavier,0.6741,0.1358,0.0804
Beethoven,Piano_Sonatas_11-1,validation,LiC03M,oaf,disklavier,0.8237,0.2856,0.2835
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,maestro,0.8849,0.2085,0.2909
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,maestro,0.6366,0.2466,0.1971
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,maestro,0.6566,0.1925,0.2102
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,T5,disklavier,0.8241,0.2126,0.0321
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,kong,disklavier,0.8942,0.1837,0.2927
Beethoven,Piano_Sonatas_11-1,validation,LiYZ03M,oaf,disklavier,0.7613,0.1703,0.2371
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,maestro,0.7028,0.24,0.1917
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,maestro,0.8663,0.2238,0.2995
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,maestro,0.8422,0.1241,0.1922
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,kong,disklavier,0.8634,0.2142,0.3067
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,oaf,disklavier,0.8436,0.2323,0.2644
Beethoven,Piano_Sonatas_11-1,validation,MaximovI02M,T5,disklavier,0.7145,0.0515,0.1235
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,maestro,0.6791,0.159,0.1628
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,maestro,0.6239,0.139,-0.0068
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,maestro,0.7358,0.2373,0.0616
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,oaf,disklavier,0.7875,0.1906,0.2664
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,kong,disklavier,0.7492,0.1905,0.207
Beethoven,Piano_Sonatas_11-1,validation,ZhaoK02M,T5,disklavier,0.7546,0.21,0.1147
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,maestro,0.7279,0.1525,0.1288
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,maestro,0.689,0.1253,0.1294
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,maestro,0.6961,0.1114,0.1452
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,oaf,disklavier,0.9026,0.0008,0.1237
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,T5,disklavier,0.6843,0.0883,0.1076
Beethoven,Piano_Sonatas_27-1,validation,GiacomelliN04M,kong,disklavier,0.9452,0.0715,0.0803
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,maestro,0.9045,0.0534,-0.0752
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,maestro,0.6566,0.0354,0.3552
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,maestro,0.6353,0.0865,0.2608
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,kong,disklavier,0.7413,-0.0326,0.2969
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,T5,disklavier,0.5661,-0.1096,-0.2431
Beethoven,Piano_Sonatas_27-1,validation,Ko05M,oaf,disklavier,0.7367,0.0183,0.2944
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,maestro,0.7598,0.2169,0.0901
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,maestro,0.858,0.0489,0.0253
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,maestro,0.8691,0.0925,0.0327
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,kong,disklavier,0.8946,0.0995,0.0463
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,T5,disklavier,0.8791,-0.0286,0.0928
Beethoven,Piano_Sonatas_27-1,validation,MiyashitaM02M,oaf,disklavier,0.8872,0.0658,0.0398
Chopin,Scherzos_20,validation,Kurz04M,T5,maestro,0.4669,0.2291,0.561
Chopin,Scherzos_20,validation,Kurz04M,oaf,maestro,0.6704,0.1661,0.4768
Chopin,Scherzos_20,validation,Kurz04M,kong,maestro,0.965,0.0127,0.089
Chopin,Scherzos_20,validation,Kurz04M,T5,disklavier,0.2549,0.2268,0.5766
Chopin,Scherzos_20,validation,Kurz04M,oaf,disklavier,0.7,0.1032,0.5197
Chopin,Scherzos_20,validation,Kurz04M,kong,disklavier,0.9428,-0.0108,0.0934
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,maestro,0.9559,0.014,0.094
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,maestro,0.6234,0.1786,0.4248
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,maestro,0.8202,0.139,0.0312
Chopin,Scherzos_20,validation,ZhangYunling04M,oaf,disklavier,0.6762,0.1397,0.4378
Chopin,Scherzos_20,validation,ZhangYunling04M,T5,disklavier,0.7609,0.0746,0.3179
Chopin,Scherzos_20,validation,ZhangYunling04M,kong,disklavier,0.9801,0.0338,0.1092
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,maestro,0.6387,0.2693,0.2799
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,maestro,0.6846,0.1164,0.2459
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,maestro,0.7731,0.2188,0.2715
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,T5,disklavier,0.9262,0.082,0.3729
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,kong,disklavier,0.8599,0.2069,0.2979
Haydn,Keyboard_Sonatas_39-1,validation,Yarden07M,oaf,disklavier,0.8188,0.2535,0.2734
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,maestro,0.8102,0.1018,0.2196
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,maestro,0.6843,0.0504,0.1578
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,maestro,0.6749,0.2093,0.2498
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,kong,disklavier,0.7957,0.1714,0.2418
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,T5,disklavier,0.601,0.1283,-0.0229
Haydn,Keyboard_Sonatas_39-3,validation,Yarden07M,oaf,disklavier,0.7803,0.1393,0.2398
