composer,title,split,performer,model,recording,cd_corr,cm_corr,ts_corr
Chopin,Scherzos_31,train,LuoJ12M,kong,disklavier,0.7739,0.1907,0.8157
Chopin,Scherzos_31,train,LuoJ12M,T5,disklavier,0.3086,0.075,-0.0316
Chopin,Scherzos_31,train,SunD04M,kong,maestro,0.9319,0.9276,0.9862
Chopin,Scherzos_31,train,SunD04M,oaf,maestro,0.8916,0.463,0.8847
Chopin,Scherzos_31,train,SunD04M,T5,maestro,0.7751,0.3502,0.7782
Chopin,Scherzos_31,train,SunD04M,kong,disklavier,0.7515,0.1794,0.8016
Chopin,Scherzos_31,train,SunD04M,T5,disklavier,0.4478,0.1005,-0.0125
Chopin,Scherzos_31,train,SunD04M,oaf,disklavier,0.7504,0.1944,0.8156
Chopin,Scherzos_31,train,TongB04M,kong,maestro,0.7714,0.1907,0.8193
Chopin,Scherzos_31,train,TongB04M,T5,maestro,0.6404,0.1667,0.5813
Chopin,Scherzos_31,train,TongB04M,oaf,maestro,0.8875,0.5267,0.9033
Chopin,Scherzos_31,train,TongB04M,oaf,disklavier,0.756,0.1817,0.8115
Chopin,Scherzos_31,train,TongB04M,kong,disklavier,0.7645,0.2124,0.8277
Chopin,Scherzos_31,train,TongB04M,T5,disklavier,0.1625,0.0977,0.2383
Chopin,Scherzos_31,train,TuanS05M,kong,maestro,0.9588,0.5786,0.9213
Chopin,Scherzos_31,train,TuanS05M,oaf,maestro,0.9148,0.5546,0.916
Chopin,Scherzos_31,train,TuanS05M,T5,maestro,0.7099,0.1666,0.6458
Chopin,Scherzos_31,train,TuanS05M,T5,disklavier,0.3395,0.1401,0.2714
Chopin,Scherzos_31,train,TuanS05M,oaf,disklavier,0.7348,0.2058,0.8291
Chopin,Scherzos_31,train,TuanS05M,kong,disklavier,0.7498,0.2229,0.8332
Chopin,Scherzos_31,train,ZhangW04M,T5,maestro,0.8944,0.4976,0.8805
Chopin,Scherzos_31,train,ZhangW04M,oaf,maestro,0.9277,0.5175,0.9135
Chopin,Scherzos_31,train,ZhangW04M,kong,maestro,0.7701,0.1825,0.833
Chopin,Scherzos_31,train,ZhangW04M,oaf,disklavier,0.7198,0.2097,0.8242
Chopin,Scherzos_31,train,ZhangW04M,kong,disklavier,0.7468,0.2072,0.8278
Chopin,Scherzos_31,train,ZhangW04M,T5,disklavier,0.6516,0.1139,0.2947
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,maestro,0.9679,0.4779,0.9428
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,maestro,0.9013,0.7189,0.8721
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,maestro,0.5393,0.1976,0.5592
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,T5,disklavier,0.3922,0.1527,0.5275
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,kong,disklavier,0.7524,0.1808,0.7341
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,Kleisen11M,oaf,disklavier,0.7561,0.1713,0.8046
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,maestro,0.6954,0.0345,0.3175
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,maestro,0.9325,0.954,0.9807
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,maestro,0.8458,0.2189,0.5352
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,T5,disklavier,0.3811,-0.0433,0.2537
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,kong,disklavier,0.7861,0.2369,0.6348
Debussy,Images_Book_1_1_Reflets_dans_lEau,train,ParkJH13M,oaf,disklavier,0.7728,0.2137,0.6253
Glinka,The_Lark,train,Denisova10M,oaf,maestro,0.9485,0.4065,0.8022
Glinka,The_Lark,train,Denisova10M,kong,maestro,0.9383,0.4343,0.7669
Glinka,The_Lark,train,Denisova10M,T5,maestro,0.7998,0.359,0.6109
Glinka,The_Lark,train,Denisova10M,oaf,disklavier,0.8282,0.1764,0.6088
Glinka,The_Lark,train,Denisova10M,T5,disklavier,0.6691,0.1322,0.2802
Glinka,The_Lark,train,Denisova10M,kong,disklavier,0.8338,0.1812,0.6107
Glinka,The_Lark,train,Kleisen07M,oaf,maestro,0.9267,0.3636,0.8118
Glinka,The_Lark,train,Kleisen07M,kong,maestro,0.9762,0.8723,0.9771
Glinka,The_Lark,train,Kleisen07M,T5,maestro,0.6852,0.1232,0.4562
Glinka,The_Lark,train,Kleisen07M,oaf,disklavier,0.8247,0.1491,0.6071
Glinka,The_Lark,train,Kleisen07M,kong,disklavier,0.8412,0.1431,0.609
Glinka,The_Lark,train,Kleisen07M,T5,disklavier,0.7132,0.0126,0.0873
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,maestro,0.8717,0.331,0.786
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,maestro,0.9889,0.9606,0.9945
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,maestro,0.8568,0.2039,0.4142
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,kong,disklavier,0.7174,0.1705,0.9046
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,T5,disklavier,0.6796,0.0859,0.4908
Haydn,Keyboard_Sonatas_50-1,train,GalantM02M,oaf,disklavier,0.7404,0.1282,0.5706
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,maestro,0.8239,0.2855,0.6709
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,maestro,0.7669,0.1495,0.743
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,maestro,0.6747,0.1144,-0.0404
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,T5,disklavier,0.6053,0.1016,0.1395
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,oaf,disklavier,0.7589,0.1455,0.7325
Haydn,Keyboard_Sonatas_50-1,train,HamSY02M,kong,disklavier,0.7648,0.1472,0.7498
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,maestro,0.6898,0.0827,0.085
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,maestro,0.792,0.1112,0.7448
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,maestro,0.9142,0.2305,0.7607
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,T5,disklavier,0.7229,0.0911,0.1383
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,kong,disklavier,0.7847,0.1153,0.7654
Haydn,Keyboard_Sonatas_50-1,train,Huang05M,oaf,disklavier,0.7816,0.1198,0.7547
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,maestro,0.898,0.3445,0.7873
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,maestro,0.7872,0.1538,0.7553
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,maestro,0.7135,0.1088,0.2098
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,oaf,disklavier,0.7778,0.1467,0.5732
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,kong,disklavier,0.7762,0.1504,0.74
Haydn,Keyboard_Sonatas_50-1,train,JeonH03M,T5,disklavier,0.7331,0.0767,0.4378
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,maestro,0.8771,0.2988,0.7623
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,maestro,0.65,0.0906,0.4747
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,maestro,0.8882,0.3114,0.7691
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,oaf,disklavier,0.7824,0.1418,0.7204
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,kong,disklavier,0.7531,0.1277,0.7198
Haydn,Keyboard_Sonatas_50-1,train,KARYAG06M,T5,disklavier,0.5563,0.0869,-0.0049
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,maestro,0.6462,0.106,0.3042
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,maestro,0.7821,0.137,0.7464
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,maestro,0.8328,0.2926,0.6805
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,oaf,disklavier,0.774,0.1276,0.7367
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,T5,disklavier,0.6506,0.0979,0.0234
Haydn,Keyboard_Sonatas_50-1,train,Shi07M,kong,disklavier,0.7788,0.134,0.7496
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,maestro,0.7796,0.194,-0.27
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,maestro,0.8767,0.3498,0.7892
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,maestro,0.8743,0.3098,0.7861
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,T5,disklavier,0.6633,0.0763,0.3365
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,kong,disklavier,0.7664,0.1637,0.7472
Haydn,Keyboard_Sonatas_50-1,train,YoungS02M,oaf,disklavier,0.7641,0.1599,0.5561
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,maestro,0.892,0.3466,0.5057
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,maestro,0.8779,0.3053,0.4513
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,maestro,0.8375,0.0994,0.2653
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,T5,disklavier,0.8,0.0646,0.1661
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,kong,disklavier,0.81,0.1385,0.5104
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,BuiJL03M,oaf,disklavier,0.8182,0.1251,0.5132
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,maestro,0.8597,0.1515,0.645
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,maestro,0.8455,0.1114,0.5101
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,maestro,0.9262,0.8285,0.9471
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,T5,disklavier,0.8221,0.1249,0.4177
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,oaf,disklavier,0.8593,0.0926,0.517
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LeungR04M,kong,disklavier,0.8504,0.1557,0.5232
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,maestro,0.8272,0.1505,0.3776
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,maestro,0.9131,0.3598,0.9081
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,maestro,0.8017,0.1353,0.3255
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,T5,disklavier,0.7655,0.1758,0.2824
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,kong,disklavier,0.7789,0.126,0.3299
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Levitsky06M,oaf,disklavier,0.836,0.1526,0.3998
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,maestro,0.8825,0.3402,0.746
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,maestro,0.8162,0.5756,0.9215
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,maestro,0.8466,0.1072,0.4442
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,T5,disklavier,0.8777,0.174,0.4279
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,oaf,disklavier,0.8264,0.2671,0.571
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Lin07M,kong,disklavier,0.8846,0.2332,0.5929
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,maestro,0.8525,0.083,0.3548
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,maestro,0.8871,0.3192,0.5898
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,maestro,0.8716,0.3037,0.454
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,oaf,disklavier,0.8089,0.1055,0.5159
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,kong,disklavier,0.7896,0.0906,0.4802
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuC05M,T5,disklavier,0.6746,0.0823,0.3955
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,maestro,0.8385,0.1208,0.4747
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,maestro,0.8701,0.232,0.4502
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,maestro,0.8382,0.1381,0.5013
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,kong,disklavier,0.8055,0.1394,0.4866
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,T5,disklavier,0.6763,0.0633,0.1589
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,LiuY03M,oaf,disklavier,0.8274,0.1274,0.5108
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,maestro,0.863,0.1528,0.4849
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,maestro,0.8805,0.2085,0.4401
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,maestro,0.8674,0.1998,0.4813
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,oaf,disklavier,0.8534,0.1566,0.5141
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,kong,disklavier,0.8375,0.1366,0.5379
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,MunA08M,T5,disklavier,0.7653,0.1235,0.4577
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,maestro,0.7893,0.1052,0.243
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,maestro,0.8939,0.3766,0.9118
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,maestro,0.9167,0.383,0.9202
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,oaf,disklavier,0.7965,0.1699,0.3954
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,kong,disklavier,0.8191,0.1746,0.4116
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,VuV06M,T5,disklavier,0.8036,0.1649,0.4171
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,maestro,0.8967,0.2181,0.2643
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,maestro,0.9,0.2324,0.3371
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,maestro,0.9027,0.2306,0.3392
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,kong,disklavier,0.9014,0.141,0.4967
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,oaf,disklavier,0.8992,0.1582,0.497
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,Yang05M,T5,disklavier,0.8619,0.1215,0.4692
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,maestro,0.8375,0.0312,0.1881
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,maestro,0.9,0.1921,0.4498
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,maestro,0.8775,0.1571,0.443
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,oaf,disklavier,0.8521,0.134,0.5046
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,kong,disklavier,0.8799,0.1354,0.5221
Liszt,Gran_Etudes_de_Paganini_2_La_campanella,train,ZhangH07M,T5,disklavier,0.7742,0.0071,0.0924
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,maestro,0.8292,0.2521,0.6153
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,maestro,0.592,0.1238,-0.1399
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,maestro,0.7203,0.13,0.5764
Mozart,Piano_Sonatas_12-1,train,MunA03M,oaf,disklavier,0.7154,0.1205,0.5585
Mozart,Piano_Sonatas_12-1,train,MunA03M,T5,disklavier,0.5214,0.1153,0.0733
Mozart,Piano_Sonatas_12-1,train,MunA03M,kong,disklavier,0.7135,0.1122,0.1519
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,maestro,0.8005,0.2173,0.3796
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,maestro,0.6589,0.0686,0.1379
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,maestro,0.9983,0.9362,0.989
Mozart,Piano_Sonatas_12-1,train,WuuE02M,T5,disklavier,0.5901,0.0933,0.2098
Mozart,Piano_Sonatas_12-1,train,WuuE02M,oaf,disklavier,0.7141,0.0851,0.0397
Mozart,Piano_Sonatas_12-1,train,WuuE02M,kong,disklavier,0.7113,0.0835,0.5156
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,maestro,0.74,0.1684,0.3697
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,maestro,0.5874,0.0746,0.1286
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,maestro,0.8825,0.3688,0.4957
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,kong,disklavier,0.7803,0.1724,0.4295
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,T5,disklavier,0.6423,0.1145,0.2901
Rachmaninoff,Preludes_op_23_4,train,ChenGuang12M,oaf,disklavier,0.7906,0.1287,0.4318
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,maestro,0.6773,0.1091,0.3519
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,maestro,0.9497,0.3469,0.6084
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,maestro,0.95,0.3362,0.6041
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,T5,disklavier,0.5257,0.1086,0.1414
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,oaf,disklavier,0.4971,0.1493,0.2594
Rachmaninoff,Preludes_op_23_4,train,WuuE07M,kong,disklavier,0.4831,0.159,0.1739
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,maestro,0.8756,0.2823,-0.0921
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,maestro,0.7625,0.222,0.7785
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,maestro,0.6148,0.1457,0.6001
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,T5,disklavier,0.4917,0.1004,-0.1887
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,kong,disklavier,0.735,0.171,0.2196
Schubert,Impromptu_op.90_D.899_3,train,Hou06M,oaf,disklavier,0.728,0.1401,-0.3046
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,maestro,0.9652,0.3733,0.8113
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,maestro,0.619,0.1298,0.4645
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,maestro,0.9994,0.966,0.9946
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,kong,disklavier,0.7939,0.1628,0.7389
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,oaf,disklavier,0.8071,0.1661,0.7396
Schubert,Impromptu_op.90_D.899_3,train,JeonH06M,T5,disklavier,0.6467,0.1497,0.5013
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,maestro,0.9047,0.7245,-0.473
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,maestro,0.7346,0.2071,0.824
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,maestro,0.7353,0.2147,0.7038
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,kong,disklavier,0.7982,0.2247,0.7352
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,T5,disklavier,0.6756,0.1367,-0.2121
Schubert,Impromptu_op.90_D.899_3,train,Ko08M,oaf,disklavier,0.7469,0.1431,-0.3723
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,maestro,0.9458,0.4732,0.9572
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,maestro,0.9682,0.973,0.9375
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,maestro,0.8062,0.4252,0.9094
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,oaf,disklavier,0.7581,0.2005,0.6588
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,T5,disklavier,0.6518,0.1736,0.4607
Schubert,Impromptu_op.90_D.899_3,train,Kociuban10M,kong,disklavier,0.7674,0.2058,0.7266
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,maestro,0.938,0.4258,0.9516
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,maestro,0.7836,0.2377,0.7254
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,maestro,0.5992,0.1545,0.6136
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,T5,disklavier,0.6604,0.1595,0.5992
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,oaf,disklavier,0.7784,0.226,0.7996
Schubert,Impromptu_op.90_D.899_3,train,LEE_K04M,kong,disklavier,0.7729,0.2302,0.7984
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,maestro,0.9475,0.4621,0.9555
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,maestro,0.6987,0.1789,0.6902
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,maestro,0.9361,0.4652,0.9563
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,kong,disklavier,0.7756,0.2064,0.8112
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,oaf,disklavier,0.7836,0.1991,0.8103
Schubert,Impromptu_op.90_D.899_3,train,LeeSH08M,T5,disklavier,0.673,0.1383,0.6273
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,maestro,0.8112,0.2468,0.667
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,maestro,0.9394,0.4087,0.9438
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,maestro,0.6945,0.1768,0.5181
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,T5,disklavier,0.5757,0.167,0.5675
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,kong,disklavier,0.7933,0.2177,0.681
Schubert,Impromptu_op.90_D.899_3,train,Mizumoto07M,oaf,disklavier,0.7256,0.1644,-0.0985
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,maestro,0.9599,0.4245,0.9499
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,maestro,0.9853,0.9726,0.9217
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,maestro,0.741,0.1648,0.6258
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,kong,disklavier,0.7906,0.2275,0.6398
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,oaf,disklavier,0.7993,0.2221,0.6924
Schubert,Impromptu_op.90_D.899_3,train,Woo10M,T5,disklavier,0.6126,0.1514,0.53
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,maestro,0.9872,0.9387,0.9881
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,maestro,0.8058,0.1508,0.7464
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,maestro,0.4994,0.1427,0.5968
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,oaf,disklavier,0.8205,0.1447,0.7337
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,T5,disklavier,0.636,0.2298,0.3631
Schubert,Impromptu_op.90_D.899_3,train,WuuE10M,kong,disklavier,0.8265,0.1713,0.6727
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,maestro,0.9952,0.9756,0.9953
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,maestro,0.9934,0.944,0.9866
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,maestro,0.6335,0.827,0.7445
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,T5,disklavier,0.728,0.1479,0.226
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,oaf,disklavier,0.8066,0.1679,0.6489
Schubert,Impromptu_op.90_D.899_3,train,ZhangW07M,kong,disklavier,0.7924,0.187,0.6531
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,maestro,0.781,0.2565,0.6905
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,maestro,0.5658,0.1572,0.6081
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,maestro,0.9397,0.419,0.9528
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,oaf,disklavier,0.7788,0.2239,0.6881
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,kong,disklavier,0.7822,0.2532,0.6911
Schubert,Impromptu_op.90_D.899_3,train,ZhaoK10M,T5,disklavier,0.5959,0.1201,-0.2441
Scriabin,Sonatas_5,train,FaB05M,T5,maestro,0.3725,0.0964,0.4354
Scriabin,Sonatas_5,train,FaB05M,oaf,maestro,0.7992,0.5693,0.2641
Scriabin,Sonatas_5,train,FaB05M,kong,maestro,0.4515,0.1732,-0.5872
Scriabin,Sonatas_5,train,FaB05M,kong,disklavier,0.4285,0.1219,0.4801
Scriabin,Sonatas_5,train,FaB05M,T5,disklavier,0.4011,0.0475,0.4805
Scriabin,Sonatas_5,train,FaB05M,oaf,disklavier,0.7554,0.2374,0.2352
Scriabin,Sonatas_5,train,GarritsonL06M,T5,maestro,0.7126,0.1493,-0.6472
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,maestro,0.8192,0.5196,-0.7935
Scriabin,Sonatas_5,train,GarritsonL06M,kong,maestro,0.8294,0.601,-0.7967
Scriabin,Sonatas_5,train,GarritsonL06M,T5,disklavier,0.5255,0.1137,-0.5723
Scriabin,Sonatas_5,train,GarritsonL06M,oaf,disklavier,0.7943,0.1755,-0.7701
Scriabin,Sonatas_5,train,GarritsonL06M,kong,disklavier,0.7993,0.192,-0.7399
Scriabin,Sonatas_5,train,Ko07M,T5,maestro,0.8329,0.4441,0.2077
Scriabin,Sonatas_5,train,Ko07M,oaf,maestro,0.7851,0.5226,0.8153
Scriabin,Sonatas_5,train,Ko07M,kong,maestro,0.5421,0.2975,-0.63
Scriabin,Sonatas_5,train,Ko07M,oaf,disklavier,0.7211,0.2101,0.7414
Scriabin,Sonatas_5,train,Ko07M,T5,disklavier,0.2023,0.0723,0.4745
Scriabin,Sonatas_5,train,Ko07M,kong,disklavier,0.5369,0.1026,-0.6216
Scriabin,Sonatas_5,train,Na07M,kong,maestro,0.9054,0.7892,0.9493
Scriabin,Sonatas_5,train,Na07M,oaf,maestro,0.4478,0.2518,-0.1253
Scriabin,Sonatas_5,train,Na07M,T5,maestro,0.6376,0.1388,-0.3785
Scriabin,Sonatas_5,train,Na07M,oaf,disklavier,0.7763,0.1611,0.8304
